Player,Nation,Squad,Posición Principal,Posición Secundaria,League,Born,MP,Min,90s,Gls,Ast,G+A,G-PK,xAG,Gls/90,Ast/90,G+A/90,G-PK/90,xG/90,xAG/90,xG+xAG,npxG/90,Sh,SoT,SoT%,SoT/90,G/Sh,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,GCA,GCA90,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_med,Att_med,Cmp%_med,Cmp_long,Att_long,Cmp%_long,xA,A-xAG,KP,pass_1/3,PPA,CrsPA,PrgP,FK_pass,BallThrough,Switch,Crs,CK_pass,Off,Blocks,Touches,touch_Def Pen,touch_Def 3rd,touch_Mid 3rd,touch_Att 3rd,touch_Att Pen,TO_Succ%,Carries,carries_TotDist,carries_PrgDist,PrgC,carries_1/3,CPA,Rec,PrgR,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off/90,Tkl,TklW,tkl_Def 3rd,tkl_Mid 3rd,tkl_Att 3rd,Tkl/90,Tkl%,Blocks.1,Int,Tkl+Int,Clr,CrdY,CrdR,2CrdY,Fls,Fld,Off.1,PKwon,OG,Recov,Won,Lost,Won%
Jassina Blom,BEL,Costa Adeje Tenerife,FW,MF,Liga F - ESP,1994,16,563,6.3,2,0,2,2,0.2,0.32,0.0,0.32,0.32,0.38,0.03,0.4,0.38,15,4,26.7,0.64,0.13,17.3,2.0,0,0,2.4,2.4,0.16,-0.4,-0.4,7.0,1.12,0.0,0.0,93.0,146.0,63.7,1483.0,195.0,46.0,66.0,69.7,35.0,55.0,63.6,7.0,14.0,50.0,0.3,-0.2,2.0,10.0,2.0,0.0,11.0,0.0,0.0,2.0,4,0.0,1.0,3.0,209.0,1.0,11.0,117.0,85.0,17.0,42.9,101.0,449.0,90.0,2.0,4.0,3.0,154.0,37.0,35.0,27.2,3,70.0,1,13,27.0,5.0,1.31,8.0,6.0,2.0,0.32,0.77,10.0,4,0.0,7.0,3.0,0.0,0.0,7.0,2,12.0,1.0,2,0,0,12,11,3,0.0,0,16.0,13.0,9.0,59.1
Aitana Bonmatí,ESP,FC Barcelona,MF,None,Liga F - ESP,1998,20,1507,16.7,7,4,11,7,4.5,0.42,0.24,0.66,0.42,0.43,0.27,0.7,0.43,52,23,44.2,1.37,0.13,16.8,0.0,0,0,7.2,7.2,0.14,-0.2,-0.2,118.0,7.05,18.0,1.07,1106.0,1296.0,85.3,15177.0,3648.0,675.0,736.0,91.7,353.0,410.0,86.1,34.0,62.0,54.8,6.5,-0.5,51.0,112.0,50.0,6.0,196.0,3.0,2.0,1.0,47,8.0,7.0,25.0,1438.0,2.0,54.0,465.0,929.0,128.0,58.3,974.0,4209.0,1715.0,54.0,30.0,25.0,1229.0,179.0,75.0,72.8,15,88.0,13,5,37.0,0.0,2.7,61.0,10.0,51.0,3.05,-0.83,21.0,16,3.0,6.0,12.0,3.0,42.9,8.0,4,25.0,0.0,2,0,0,12,10,2,0.0,0,66.0,6.0,3.0,66.7
Florencia Bonsegundo,ARG,Madrid CFF,MF,FW,Liga F - ESP,1993,23,1665,18.5,1,1,2,1,1.0,0.05,0.05,0.11,0.05,0.18,0.05,0.24,0.18,41,12,29.3,0.65,0.02,22.4,0.0,0,0,3.4,3.4,0.08,-2.4,-2.4,42.0,2.27,3.0,0.16,384.0,624.0,61.5,6609.0,2362.0,195.0,280.0,69.6,129.0,186.0,69.4,48.0,108.0,44.4,1.2,0.0,17.0,37.0,15.0,6.0,53.0,1.0,0.0,7.0,24,0.0,4.0,28.0,795.0,11.0,159.0,374.0,270.0,40.0,51.5,440.0,2249.0,1001.0,22.0,14.0,6.0,530.0,104.0,72.0,80.4,19,82.0,10,4,26.0,0.0,1.09,20.0,33.0,-13.0,-0.7,-0.09,24.0,13,12.0,11.0,1.0,9.0,39.1,17.0,12,36.0,9.0,1,0,0,9,14,5,0.0,0,72.0,13.0,14.0,48.1
Biljana Bradić,SRB,Granada CF,FW,MF,Liga F - ESP,1991,4,11,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,42.0,0.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,46.0,4.0,0.0,0.0,0.0,6.0,2.0,3.0,0.5,0,0.0,0,4,3.0,13.0,2.5,1.0,0.0,1.0,8.18,0.54,1.0,1,0.0,1.0,0.0,1.0,100.0,0.0,0,1.0,0.0,0,0,0,0,0,0,0.0,0,1.0,1.0,0.0,100.0
Phornetia Browne,SKN,VCF Femenino,FW,None,Liga F - ESP,1994,22,1454,16.2,1,2,3,1,2.4,0.06,0.12,0.19,0.06,0.18,0.15,0.33,0.13,20,6,30.0,0.37,0.05,16.2,0.0,0,1,2.9,2.2,0.11,-1.9,-1.2,36.0,2.23,3.0,0.19,114.0,193.0,59.1,1767.0,483.0,55.0,79.0,69.6,31.0,54.0,57.4,13.0,24.0,54.2,1.6,-0.4,20.0,8.0,8.0,5.0,14.0,0.0,1.0,2.0,25,0.0,0.0,16.0,397.0,7.0,26.0,163.0,215.0,62.0,44.7,250.0,1715.0,758.0,37.0,13.0,20.0,277.0,73.0,66.0,70.2,16,82.0,9,6,24.0,0.0,0.5,9.0,26.0,-17.0,-1.05,-0.3,7.0,6,1.0,1.0,5.0,2.0,18.2,12.0,5,12.0,10.0,5,0,0,29,34,11,2.0,0,41.0,25.0,42.0,37.3
Esmee Brugts,NED,FC Barcelona,DF,FW,Liga F - ESP,2003,21,1110,12.3,3,3,6,3,3.5,0.24,0.24,0.49,0.24,0.26,0.28,0.54,0.26,40,16,40.0,1.3,0.08,19.4,0.0,0,0,3.2,3.2,0.08,-0.2,-0.2,45.0,3.65,4.0,0.32,647.0,798.0,81.1,8755.0,2795.0,445.0,503.0,88.5,158.0,203.0,77.8,24.0,50.0,48.0,2.7,-0.5,19.0,50.0,35.0,10.0,79.0,2.0,0.0,3.0,47,0.0,3.0,14.0,935.0,9.0,110.0,298.0,534.0,64.0,50.0,537.0,2529.0,1498.0,40.0,32.0,11.0,640.0,142.0,53.0,53.6,12,73.0,5,9,27.0,2.0,2.71,46.0,8.0,38.0,3.08,-0.7,24.0,20,7.0,8.0,9.0,8.0,72.7,10.0,15,39.0,9.0,2,0,0,13,5,5,0.0,0,50.0,9.0,5.0,64.3
Signe Bruun,DEN,Real Madrid CF,FW,MF,Liga F - ESP,1998,19,894,9.9,9,4,13,9,3.5,0.91,0.4,1.31,0.91,0.87,0.35,1.22,0.81,46,19,41.3,1.91,0.2,14.4,0.0,0,0,8.7,8.0,0.18,0.3,1.0,33.0,3.32,12.0,1.21,146.0,215.0,67.9,2030.0,391.0,90.0,119.0,75.6,38.0,56.0,67.9,8.0,13.0,61.5,2.0,0.5,14.0,10.0,9.0,0.0,25.0,0.0,0.0,1.0,5,0.0,1.0,11.0,318.0,7.0,15.0,116.0,188.0,70.0,50.0,154.0,543.0,157.0,5.0,3.0,4.0,224.0,52.0,47.0,43.2,11,64.0,1,8,24.0,4.0,2.58,37.0,5.0,32.0,3.22,0.84,4.0,3,0.0,2.0,2.0,1.0,33.3,9.0,6,10.0,6.0,2,0,0,12,2,5,1.0,0,21.0,5.0,8.0,38.5
Vilde Bøe Risa,NOR,Atlético de Madrid,MF,None,Liga F - ESP,1995,21,1514,16.8,2,3,5,1,2.8,0.12,0.18,0.3,0.06,0.12,0.17,0.29,0.08,24,6,25.0,0.36,0.04,23.3,3.0,1,1,2.1,1.4,0.06,-0.1,-0.4,59.0,3.51,5.0,0.3,877.0,1099.0,79.8,15122.0,4935.0,403.0,459.0,87.8,365.0,425.0,85.9,89.0,172.0,51.7,3.5,0.2,37.0,104.0,28.0,6.0,125.0,27.0,1.0,4.0,74,56.0,2.0,16.0,1198.0,32.0,227.0,605.0,371.0,18.0,61.5,683.0,2547.0,1136.0,16.0,18.0,0.0,912.0,69.0,72.0,73.1,18,81.0,11,3,20.0,0.0,1.81,24.0,10.0,14.0,0.83,-0.15,11.0,9,5.0,5.0,1.0,3.0,27.3,11.0,4,15.0,9.0,1,0,0,5,10,0,0.0,0,81.0,6.0,6.0,50.0
Millene Cabral,Unknown,Deportivo Abanca,FW,None,Liga F - ESP,1997,23,1757,19.5,4,1,5,4,1.5,0.2,0.05,0.26,0.2,0.35,0.08,0.42,0.3,57,22,38.6,1.13,0.07,19.0,0.0,0,1,6.8,5.9,0.1,-2.8,-1.9,50.0,2.56,6.0,0.31,289.0,397.0,72.8,4550.0,1002.0,138.0,178.0,77.5,112.0,140.0,80.0,22.0,31.0,71.0,1.3,-0.5,13.0,27.0,13.0,2.0,49.0,0.0,1.0,0.0,11,0.0,3.0,15.0,620.0,8.0,61.0,322.0,246.0,63.0,70.2,403.0,2192.0,989.0,32.0,24.0,19.0,456.0,76.0,76.0,84.9,23,76.0,3,0,0.0,0.0,1.0,14.0,24.0,-10.0,-0.51,-0.29,15.0,12,3.0,9.0,3.0,1.0,20.0,10.0,3,18.0,8.0,2,0,0,13,49,5,1.0,0,65.0,6.0,16.0,27.3
Klára Cahynová,CZE,Real Sociedad,MF,None,Liga F - ESP,1993,22,1556,17.3,2,1,3,2,1.6,0.12,0.06,0.17,0.12,0.04,0.09,0.14,0.04,9,6,66.7,0.35,0.22,14.2,0.0,0,0,0.8,0.8,0.09,1.2,1.2,31.0,1.79,4.0,0.23,787.0,921.0,85.5,12791.0,3939.0,399.0,437.0,91.3,334.0,378.0,88.4,43.0,68.0,63.2,0.7,-0.6,14.0,81.0,6.0,2.0,91.0,5.0,0.0,1.0,16,0.0,1.0,19.0,1080.0,35.0,249.0,592.0,249.0,28.0,73.7,641.0,2860.0,1173.0,13.0,21.0,1.0,760.0,59.0,71.0,75.2,18,78.0,8,4,36.0,0.0,1.5,25.0,25.0,0.0,0.0,0.05,59.0,40,24.0,25.0,10.0,24.0,68.6,24.0,17,76.0,24.0,6,0,0,34,10,2,0.0,0,85.0,24.0,13.0,64.9
Linda Caicedo,COL,Real Madrid CF,FW,MF,Liga F - ESP,2005,18,1080,12.0,4,3,7,4,3.1,0.33,0.25,0.58,0.33,0.28,0.26,0.54,0.28,38,16,42.1,1.33,0.11,16.2,0.0,0,0,3.3,3.3,0.09,0.7,0.7,66.0,5.5,9.0,0.75,420.0,514.0,81.7,6045.0,1403.0,248.0,285.0,87.0,140.0,163.0,85.9,19.0,26.0,73.1,1.7,-0.1,27.0,28.0,26.0,3.0,51.0,1.0,0.0,1.0,16,1.0,5.0,15.0,646.0,2.0,48.0,190.0,423.0,107.0,65.7,497.0,3992.0,2166.0,86.0,43.0,56.0,527.0,189.0,60.0,52.2,11,78.0,3,7,31.0,2.0,2.44,33.0,13.0,20.0,1.67,-0.16,6.0,4,4.0,1.0,1.0,0.0,0.0,2.0,2,8.0,1.0,1,0,0,7,21,3,1.0,0,69.0,1.0,1.0,50.0
Tiffany Cameron,JAM,R. Betis Féminas,FW,MF,Liga F - ESP,1991,18,573,6.4,1,1,2,1,0.4,0.16,0.16,0.31,0.16,0.22,0.07,0.29,0.22,10,6,60.0,0.94,0.1,13.0,0.0,0,0,1.4,1.4,0.14,-0.4,-0.4,12.0,1.88,1.0,0.16,67.0,104.0,64.4,834.0,85.0,39.0,48.0,81.3,18.0,33.0,54.5,1.0,4.0,25.0,0.3,0.6,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6,0.0,0.0,4.0,162.0,2.0,15.0,64.0,84.0,24.0,25.0,88.0,386.0,144.0,6.0,1.0,1.0,113.0,39.0,32.0,27.7,4,82.0,0,14,17.0,4.0,0.72,4.0,8.0,-4.0,-0.63,0.62,7.0,4,1.0,2.0,4.0,0.0,0.0,2.0,2,9.0,2.0,0,0,0,4,3,6,0.0,0,15.0,8.0,24.0,25.0
Laura Camino,ESP,SD Eibar,DF,FW,Liga F - ESP,2002,22,1390,15.4,1,0,1,1,0.6,0.06,0.0,0.06,0.06,0.03,0.04,0.07,0.03,14,3,21.4,0.19,0.07,28.6,1.0,0,0,0.5,0.5,0.04,0.5,0.5,24.0,1.55,0.0,0.0,278.0,578.0,48.1,5370.0,3423.0,104.0,163.0,63.8,131.0,238.0,55.0,39.0,145.0,26.9,1.0,-0.6,9.0,39.0,8.0,4.0,47.0,13.0,0.0,4.0,35,7.0,4.0,17.0,744.0,39.0,251.0,320.0,181.0,10.0,30.8,197.0,1026.0,433.0,6.0,11.0,2.0,279.0,22.0,63.0,67.1,16,82.0,12,6,13.0,1.0,1.23,10.0,24.0,-14.0,-0.91,-0.73,26.0,19,21.0,4.0,1.0,14.0,43.8,18.0,22,48.0,38.0,1,0,0,10,19,0,0.0,0,63.0,37.0,22.0,62.7
Ainoa Campo,ESP,RCD Espanyol,MF,None,Liga F - ESP,1996,20,1651,18.3,2,2,4,2,1.2,0.11,0.11,0.22,0.11,0.18,0.07,0.25,0.18,35,6,17.1,0.33,0.06,15.2,0.0,0,0,3.3,3.3,0.1,-1.3,-1.3,41.0,2.24,4.0,0.22,294.0,506.0,58.1,5663.0,2413.0,117.0,180.0,65.0,131.0,191.0,68.6,42.0,96.0,43.8,0.8,0.8,20.0,65.0,13.0,3.0,85.0,2.0,0.0,2.0,14,0.0,4.0,28.0,760.0,42.0,183.0,421.0,171.0,48.0,50.0,339.0,2008.0,939.0,27.0,14.0,5.0,359.0,34.0,83.0,79.8,19,85.0,14,1,30.0,0.0,1.1,14.0,31.0,-17.0,-0.93,-0.39,58.0,41,20.0,29.0,9.0,16.0,39.0,28.0,29,87.0,32.0,7,1,1,30,28,1,0.0,0,124.0,44.0,26.0,62.9
Ane Campos,ESP,SD Eibar,FW,None,Liga F - ESP,1999,12,742,8.2,3,1,4,3,0.3,0.36,0.12,0.49,0.36,0.26,0.03,0.29,0.26,10,5,50.0,0.61,0.3,9.8,0.0,0,0,2.1,2.1,0.21,0.9,0.9,15.0,1.82,3.0,0.36,81.0,127.0,63.8,1019.0,194.0,43.0,62.0,69.4,25.0,37.0,67.6,2.0,4.0,50.0,0.2,0.7,5.0,8.0,4.0,0.0,11.0,0.0,0.0,0.0,4,0.0,0.0,4.0,214.0,6.0,17.0,97.0,103.0,21.0,10.0,101.0,518.0,206.0,9.0,9.0,2.0,152.0,31.0,62.0,35.8,10,70.0,1,2,21.0,1.0,0.83,8.0,12.0,-4.0,-0.49,0.38,4.0,2,1.0,2.0,1.0,0.0,0.0,4.0,0,4.0,4.0,0,0,0,10,8,11,1.0,0,23.0,19.0,11.0,63.3
Antonia Canales,CHI,VCF Femenino,GK,None,Liga F - ESP,2002,18,1620,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.22,0.0,0.0,336.0,466.0,72.1,8440.0,6361.0,100.0,103.0,97.1,113.0,116.0,97.4,110.0,234.0,47.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,31.0,0.0,0.0,0,0.0,0.0,1.0,513.0,484.0,512.0,2.0,0.0,0.0,0.0,222.0,1383.0,986.0,0.0,0.0,0.0,91.0,0.0,90.0,78.3,18,90.0,18,0,0.0,5.0,0.5,12.0,32.0,-20.0,-1.11,-0.65,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,8.0,1,0,0,1,4,0,0.0,1,16.0,7.0,1.0,87.5
Alba Caño,ESP,FC Barcelona,MF,FW,Liga F - ESP,2003,5,182,2.0,0,1,1,0,0.2,0.0,0.49,0.49,0.0,0.08,0.1,0.17,0.08,4,0,0.0,0.0,0.0,23.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,8.0,3.96,1.0,0.49,89.0,98.0,90.8,1167.0,135.0,56.0,57.0,98.2,29.0,33.0,87.9,1.0,2.0,50.0,0.2,0.8,3.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,4,0.0,0.0,0.0,123.0,1.0,12.0,45.0,67.0,4.0,0.0,62.0,247.0,54.0,1.0,2.0,0.0,89.0,12.0,36.0,8.8,2,60.0,0,3,21.0,8.0,3.0,4.0,1.0,3.0,1.48,-1.35,8.0,7,1.0,3.0,4.0,3.0,100.0,4.0,2,10.0,1.0,1,0,0,4,1,0,0.0,0,13.0,2.0,1.0,66.7
Daniela Caracas,COL,RCD Espanyol,DF,None,Liga F - ESP,1997,23,2010,22.3,0,1,1,0,2.1,0.0,0.04,0.04,0.0,0.01,0.09,0.1,0.01,4,0,0.0,0.0,0.0,24.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,35.0,1.57,3.0,0.13,429.0,695.0,61.7,8169.0,4965.0,168.0,214.0,78.5,200.0,321.0,62.3,53.0,121.0,43.8,2.6,-1.1,14.0,24.0,24.0,16.0,36.0,4.0,1.0,0.0,52,0.0,7.0,19.0,926.0,69.0,350.0,335.0,253.0,7.0,33.3,287.0,1702.0,717.0,22.0,25.0,2.0,261.0,43.0,87.0,97.1,23,87.0,19,0,0.0,0.0,1.04,15.0,36.0,-21.0,-0.94,-1.78,36.0,29,24.0,6.0,6.0,9.0,39.1,32.0,44,80.0,56.0,5,0,0,21,22,4,1.0,0,82.0,6.0,7.0,46.2
Carmen Carballada,Unknown,Deportivo Abanca,DF,None,Liga F - ESP,2005,1,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0
Estela Carbonell,ESP,Levante UD,DF,None,Liga F - ESP,2004,19,1661,18.5,2,3,5,2,2.1,0.11,0.16,0.27,0.11,0.1,0.11,0.21,0.1,17,7,41.2,0.38,0.12,16.3,0.0,0,0,1.8,1.8,0.11,0.2,0.2,32.0,1.73,5.0,0.27,606.0,884.0,68.6,10057.0,4866.0,290.0,365.0,79.5,260.0,373.0,69.7,44.0,90.0,48.9,1.7,0.9,14.0,38.0,14.0,8.0,64.0,11.0,0.0,1.0,58,4.0,3.0,32.0,1156.0,67.0,386.0,408.0,370.0,35.0,42.5,473.0,2065.0,1048.0,33.0,15.0,3.0,582.0,132.0,87.0,80.2,19,87.0,13,0,0.0,0.0,0.74,17.0,30.0,-13.0,-0.7,-0.17,50.0,34,31.0,11.0,8.0,20.0,55.6,45.0,15,65.0,53.0,3,1,1,20,26,3,1.0,0,74.0,20.0,10.0,66.7
Marta Cardona,ESP,Atlético de Madrid,FW,DF,Liga F - ESP,1995,7,110,1.2,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.08,0.41,0.49,0.08,4,2,50.0,1.64,0.0,20.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,2.0,1.64,0.0,0.0,25.0,31.0,80.6,415.0,85.0,10.0,10.0,100.0,12.0,14.0,85.7,2.0,2.0,100.0,0.4,-0.5,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,3,0.0,0.0,4.0,53.0,2.0,5.0,23.0,25.0,6.0,33.3,36.0,164.0,79.0,3.0,0.0,2.0,43.0,11.0,16.0,5.3,1,57.0,0,6,9.0,3.0,2.14,2.0,0.0,2.0,1.64,0.42,2.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0,0,0,0,1,1,0.0,0,2.0,0.0,0.0,0.0
Nerea Carmona,ESP,FC Levante Badalona,DF,None,Liga F - ESP,2007,1,8,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,105.0,51.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.4,0,0.0,0,1,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.69,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0
Olga Carmona,ESP,Real Madrid CF,DF,None,Liga F - ESP,2000,21,1444,16.0,5,3,8,3,2.9,0.31,0.19,0.5,0.19,0.24,0.18,0.42,0.06,20,10,50.0,0.62,0.15,28.1,0.0,2,4,3.9,0.9,0.04,1.1,2.1,44.0,2.74,6.0,0.37,838.0,1057.0,79.3,13976.0,5091.0,424.0,475.0,89.3,320.0,389.0,82.3,73.0,134.0,54.5,3.7,0.1,23.0,61.0,32.0,15.0,86.0,26.0,2.0,11.0,73,1.0,5.0,27.0,1242.0,24.0,299.0,507.0,453.0,40.0,47.2,666.0,3785.0,1807.0,44.0,38.0,12.0,761.0,151.0,69.0,69.8,16,83.0,11,5,24.0,1.0,2.52,46.0,14.0,32.0,1.99,0.02,48.0,38,25.0,14.0,9.0,22.0,73.3,19.0,31,79.0,24.0,3,0,0,17,25,6,0.0,0,90.0,11.0,7.0,61.1
Marta Carrasco,ESP,Granada CF,DF,None,Liga F - ESP,1994,10,561,6.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,3,1,33.3,0.16,0.0,15.4,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,4.0,0.64,1.0,0.16,300.0,369.0,81.3,6421.0,2431.0,55.0,70.0,78.6,208.0,235.0,88.5,35.0,55.0,63.6,0.0,0.0,1.0,12.0,0.0,0.0,17.0,6.0,0.0,0.0,0,0.0,1.0,3.0,410.0,24.0,208.0,190.0,15.0,6.0,0.0,229.0,785.0,397.0,0.0,0.0,0.0,276.0,0.0,56.0,27.1,7,76.0,1,3,11.0,8.0,1.8,8.0,9.0,-1.0,-0.16,0.15,10.0,6,8.0,2.0,0.0,5.0,50.0,3.0,4,14.0,17.0,0,0,0,4,1,0,0.0,0,24.0,7.0,4.0,63.6
Raiderlin Carrasco,VEN,Levante UD,DF,MF,Liga F - ESP,2002,15,546,6.1,0,0,0,0,0.2,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,6,4,66.7,0.66,0.0,15.6,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5,6.0,0.99,0.0,0.0,156.0,234.0,66.7,2491.0,1320.0,88.0,104.0,84.6,54.0,80.0,67.5,10.0,33.0,30.3,0.2,-0.2,3.0,23.0,6.0,2.0,22.0,1.0,0.0,0.0,21,2.0,0.0,8.0,316.0,13.0,103.0,117.0,103.0,10.0,71.4,132.0,762.0,486.0,13.0,9.0,2.0,166.0,34.0,36.0,26.4,5,84.0,4,10,13.0,6.0,0.8,5.0,11.0,-6.0,-0.99,-0.33,27.0,22,18.0,6.0,3.0,9.0,47.4,12.0,8,35.0,7.0,2,0,0,17,2,1,0.0,0,26.0,3.0,3.0,50.0
Carla Carrillo,ESP,Real Madrid CF,FW,None,Liga F - ESP,2005,6,225,2.5,1,1,2,1,0.3,0.4,0.4,0.8,0.4,0.41,0.13,0.54,0.41,9,3,33.3,1.2,0.11,12.3,0.0,0,0,1.0,1.0,0.11,0.0,0.0,8.0,3.2,1.0,0.4,42.0,59.0,71.2,563.0,86.0,23.0,29.0,79.3,12.0,18.0,66.7,2.0,2.0,100.0,1.0,0.7,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,5,0.0,1.0,2.0,81.0,0.0,2.0,29.0,51.0,20.0,50.0,47.0,363.0,149.0,6.0,2.0,1.0,54.0,15.0,38.0,10.9,1,90.0,1,5,27.0,16.0,2.67,7.0,3.0,4.0,1.6,0.78,3.0,1,0.0,2.0,1.0,1.0,100.0,1.0,2,5.0,0.0,0,0,0,4,0,2,0.0,0,11.0,0.0,4.0,0.0
Marta Carro,ESP,VCF Femenino,DF,MF,Liga F - ESP,1991,23,1909,21.2,3,0,3,3,0.3,0.14,0.0,0.14,0.14,0.09,0.02,0.11,0.09,15,6,40.0,0.28,0.2,12.5,0.0,0,0,1.9,1.9,0.13,1.1,1.1,12.0,0.57,0.0,0.0,475.0,631.0,75.3,9493.0,3867.0,155.0,194.0,79.9,254.0,305.0,83.3,60.0,112.0,53.6,0.7,-0.3,6.0,35.0,4.0,0.0,40.0,29.0,0.0,2.0,3,0.0,2.0,7.0,844.0,156.0,463.0,327.0,56.0,24.0,33.3,356.0,1415.0,595.0,3.0,4.0,1.0,393.0,3.0,83.0,92.2,22,86.0,16,1,18.0,0.0,0.61,13.0,34.0,-21.0,-0.99,0.09,33.0,19,19.0,12.0,2.0,15.0,60.0,20.0,18,51.0,102.0,3,0,0,12,4,1,0.0,0,74.0,31.0,18.0,63.3
Trudi Carter,JAM,RCD Espanyol,FW,MF,Liga F - ESP,1994,9,182,2.0,1,0,1,1,0.0,0.49,0.0,0.49,0.49,0.68,0.0,0.68,0.68,10,5,50.0,2.47,0.1,19.6,0.0,0,0,1.4,1.4,0.14,-0.4,-0.4,6.0,2.97,2.0,0.99,22.0,33.0,66.7,358.0,51.0,10.0,16.0,62.5,11.0,14.0,78.6,1.0,2.0,50.0,0.1,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2,0.0,0.0,1.0,62.0,2.0,6.0,17.0,39.0,13.0,50.0,37.0,172.0,69.0,2.0,3.0,1.0,41.0,11.0,20.0,8.8,1,61.0,0,8,15.0,4.0,0.89,3.0,5.0,-2.0,-0.99,1.02,2.0,1,1.0,0.0,1.0,0.0,0.0,3.0,0,2.0,0.0,0,0,0,0,1,0,0.0,0,3.0,1.0,7.0,12.5
Sandra Castelló,ESP,Costa Adeje Tenerife,MF,None,Liga F - ESP,1993,20,1732,19.2,0,1,1,0,0.8,0.0,0.05,0.05,0.0,0.04,0.04,0.08,0.04,12,3,25.0,0.16,0.0,18.3,0.0,0,0,0.7,0.7,0.06,-0.7,-0.7,28.0,1.45,2.0,0.1,562.0,768.0,73.2,9922.0,2918.0,235.0,314.0,74.8,264.0,322.0,82.0,53.0,104.0,51.0,0.7,0.2,8.0,58.0,5.0,1.0,82.0,1.0,1.0,1.0,5,0.0,6.0,9.0,1038.0,65.0,333.0,581.0,134.0,16.0,45.5,373.0,1749.0,614.0,9.0,7.0,1.0,474.0,26.0,87.0,83.7,19,90.0,18,1,27.0,0.0,1.55,23.0,18.0,5.0,0.26,0.32,72.0,43,33.0,34.0,5.0,25.0,52.1,43.0,41,113.0,55.0,2,0,0,37,12,1,0.0,0,117.0,31.0,29.0,51.7
